City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Mangan,IN,27.5167,88.5333,57.02,52,82,1.52,broken clouds
348,Flinders,AU,-34.5833,150.8552,62.01,73,0,1.01,clear sky
349,Kamenka,RU,51.3223,42.7678,10.0,88,100,17.47,overcast clouds
350,Lumphat,KH,13.4878,106.9816,71.56,71,0,6.58,clear sky
351,Palmer,US,42.1584,-72.3287,43.0,93,90,10.36,light rain
352,Fairbanks,US,64.8378,-147.7164,7.0,84,1,3.42,clear sky
353,Beibei,CN,29.8256,106.4339,44.01,93,90,17.9,light rain
354,Yar-Sale,RU,66.8333,70.8333,-1.98,93,98,4.97,overcast clouds
355,Nanortalik,GL,60.1432,-45.2371,25.07,95,93,5.75,overcast clouds
356,Chake Chake,TZ,-5.2459,39.7666,81.91,72,18,10.45,few clouds
357,Nyborg,DK,55.3127,10.7896,30.2,93,75,1.14,broken clouds
358,Houston,US,29.7633,-95.3633,48.0,31,1,6.91,haze
359,Nisia Floresta,BR,-6.0911,-35.2086,86.0,58,40,19.57,scattered clouds
360,Petropavlovka,RU,50.6114,105.3196,-8.77,80,61,5.59,broken clouds
361,Greeneville,US,36.1632,-82.831,33.01,86,90,10.36,mist
362,Morehead,US,37.2711,-87.1764,35.01,75,90,6.91,overcast clouds
363,Antalaha,MG,-14.9003,50.2788,81.23,75,3,5.86,clear sky
364,Mezen,RU,65.8522,44.24,-9.54,91,69,4.7,broken clouds
365,Seljord,NO,59.4894,8.634,5.0,85,0,1.3,clear sky
366,Ambilobe,MG,-13.2,49.05,79.99,86,100,1.52,light rain
367,Cochrane,CA,51.1834,-114.4687,33.8,50,1,8.05,clear sky
368,Bandarbeyla,SO,9.4942,50.8122,75.54,72,20,13.76,few clouds
369,Tashigang,BT,27.3331,91.5542,53.76,68,100,0.96,overcast clouds
370,Tailai,CN,46.3833,123.4,2.26,82,100,8.97,overcast clouds
371,Redmond,US,47.674,-122.1215,41.0,86,100,1.99,overcast clouds
372,Naranjito,EC,-2.2167,-79.4833,78.8,83,75,3.44,light rain
373,Nicolas Bravo,MX,18.45,-88.9167,69.8,83,75,8.05,broken clouds
374,Kloulklubed,PW,7.0419,134.2556,77.0,94,75,4.61,broken clouds
375,Kashi,CN,39.4547,75.9797,23.0,68,0,2.24,clear sky
376,El Dorado,US,38.7666,-120.5177,55.4,38,1,10.36,clear sky
377,Sisimiut,GL,66.9395,-53.6735,14.34,82,0,14.47,clear sky
378,Grindavik,IS,63.8424,-22.4338,37.4,93,90,29.93,light rain
379,Taltal,CL,-25.4,-70.4833,68.2,61,6,6.55,clear sky
380,Mandera,KE,3.9366,41.867,95.41,19,0,10.56,clear sky
381,Visnes,NO,59.3556,5.2242,36.0,69,75,26.46,broken clouds
382,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,94.82,47,100,6.4,overcast clouds
383,Chabahar,IR,25.2919,60.643,70.56,59,0,7.16,clear sky
384,Bubaque,GW,11.2833,-15.8333,77.79,48,50,8.25,scattered clouds
385,Marzuq,YE,14.4,46.4667,68.61,25,0,3.47,clear sky
386,Watertown,US,42.3709,-71.1828,48.99,100,90,18.41,mist
387,Mokhsogollokh,RU,61.4681,128.9203,-37.68,81,100,2.42,overcast clouds
388,Kantang,TH,7.4054,99.5156,75.27,82,60,5.77,broken clouds
389,Bereda,ES,43.2686,-7.5406,48.99,76,6,1.99,clear sky
390,Bonthe,SL,7.5264,-12.505,88.21,49,94,8.14,overcast clouds
391,Alvorada,BR,-12.48,-49.1247,82.76,76,94,1.68,overcast clouds
392,Camp Verde,US,34.5636,-111.8543,50.0,16,40,3.38,scattered clouds
393,The Pas,CA,53.8251,-101.2541,6.8,85,1,2.3,clear sky
394,Palora,EC,-1.7,-77.9333,73.4,78,75,3.44,broken clouds
395,Bulaevo,KZ,54.9056,70.4439,15.44,93,100,11.36,overcast clouds
396,Inuvik,CA,68.3499,-133.7218,-7.6,84,98,4.61,overcast clouds
397,Tongren,CN,27.7172,109.1853,37.72,81,100,11.36,light rain
398,Tuatapere,NZ,-46.1333,167.6833,63.0,85,100,3.0,light rain
399,Eboli,IT,40.6142,15.0579,46.4,39,0,13.8,clear sky
400,Morondava,MG,-20.2833,44.2833,85.69,69,83,6.67,broken clouds
401,Lobito,AO,-12.3481,13.5456,79.74,66,23,10.56,few clouds
402,Fria,GN,10.4167,-13.5833,94.69,12,100,4.54,overcast clouds
403,Opuwo,NA,-18.0607,13.84,88.54,16,4,11.36,clear sky
404,Faya,SA,18.3851,42.4509,62.6,72,0,11.5,clear sky
405,Lata,PT,40.1629,-8.3327,61.0,67,0,3.0,clear sky
406,Ixtapa,MX,20.7,-105.2,60.8,88,40,1.32,scattered clouds
407,Kuala Terengganu,MY,5.3302,103.1408,78.8,78,40,5.75,scattered clouds
408,Trairi,BR,-3.2778,-39.2689,88.11,56,38,14.14,scattered clouds
409,El Alto,PE,-4.2714,-81.2147,77.0,69,90,13.8,overcast clouds
410,Amalapuram,IN,16.5833,82.0167,77.0,73,0,3.44,haze
411,Rosarito,MX,32.3333,-117.0333,61.0,14,1,5.75,clear sky
412,Esperance,AU,-33.8667,121.9,57.2,67,0,10.36,clear sky
413,Thinadhoo,MV,0.5333,72.9333,81.61,73,100,10.67,overcast clouds
414,Itaituba,BR,-4.2761,-55.9836,92.03,46,26,4.23,scattered clouds
415,Ekhabi,RU,53.5102,142.9671,-18.51,88,53,10.0,broken clouds
416,Vondrozo,MG,-22.8167,47.2833,78.58,86,85,6.4,light rain
417,Tamandare,BR,-8.7597,-35.1047,84.49,57,38,10.04,scattered clouds
418,Batagay-Alyta,RU,67.8006,130.4114,-27.99,84,100,1.43,overcast clouds
419,Reading,GB,51.4562,-0.9711,48.99,76,20,11.5,few clouds
420,Ca Mau,VN,9.1769,105.15,73.24,87,84,4.97,broken clouds
421,Port Hedland,AU,-20.3167,118.5667,89.6,70,52,8.05,broken clouds
422,Carlyle,US,38.6103,-89.3726,34.0,90,100,3.0,overcast clouds
423,Romny,UA,50.751,33.4747,7.52,93,100,6.98,overcast clouds
424,Nepomuk,CZ,49.4862,13.5823,21.99,92,94,1.99,overcast clouds
425,Tabou,CI,4.423,-7.3528,83.34,69,26,6.46,light rain
426,Coquimbo,CL,-29.9533,-71.3436,62.6,77,20,13.8,few clouds
427,Tautira,PF,-17.7333,-149.15,78.8,73,75,3.44,broken clouds
428,Bridgetown,BB,13.1,-59.6167,84.2,58,20,21.85,few clouds
429,Linqiong,CN,30.4159,103.4609,46.99,70,40,2.24,light rain
430,Vredendal,ZA,-31.6683,18.5012,76.35,44,0,17.36,clear sky
431,Komsomolskiy,UZ,40.4272,71.7189,39.2,65,0,2.3,mist
432,Tonantins,BR,-2.8731,-67.8022,81.25,82,96,1.34,light rain
433,Saint Anthony,US,45.0205,-93.218,30.2,86,90,12.66,overcast clouds
434,Valdivia,CL,-39.8142,-73.2459,64.4,55,75,8.05,broken clouds
435,Bobrovka,RU,54.047,61.7455,19.0,95,62,13.49,broken clouds
436,Tessalit,ML,20.1986,1.0114,74.84,14,85,14.99,overcast clouds
437,Amarpatan,IN,24.3167,80.9833,55.31,38,0,2.21,clear sky
438,Hofn,IS,64.2539,-15.2082,40.32,79,100,28.19,moderate rain
439,Nizhniy Kuranakh,RU,58.8353,125.4869,-30.23,82,100,2.37,overcast clouds
440,Olafsvik,IS,64.8945,-23.7142,36.7,95,100,23.22,light rain
441,Les Cayes,HT,18.2,-73.75,80.82,62,100,2.17,overcast clouds
442,Hovd,MN,48.0056,91.6419,-0.89,81,30,1.9,scattered clouds
443,Verkhnevilyuysk,RU,63.4453,120.3167,-40.61,80,99,4.65,overcast clouds
444,Moreira Sales,BR,-24.0622,-53.0069,79.84,79,99,10.56,heavy intensity rain
445,Bor,RU,56.3567,44.0669,12.0,85,75,6.71,light snow
446,Kinkala,CG,-4.3614,14.7644,89.6,51,40,6.91,moderate rain
447,Pauini,BR,-7.7136,-66.9764,73.08,98,100,3.04,light rain
448,Aleksandrovsk,RU,59.158,57.5624,5.0,73,100,4.0,snow
449,Paoua,CF,7.2427,16.4406,95.05,12,100,3.31,overcast clouds
450,Tsaratanana,MG,-16.7833,47.65,82.8,74,44,1.86,light rain
451,Karratha,AU,-20.7377,116.8463,90.16,57,88,6.38,overcast clouds
452,Guanare,VE,9.0418,-69.7421,84.36,54,96,4.43,overcast clouds
453,Dali,CN,25.7,100.1833,44.82,76,96,3.69,overcast clouds
454,Smithers,CA,54.7804,-127.1743,30.2,86,75,3.44,broken clouds
455,Mandan,US,46.8267,-100.8896,21.2,100,90,13.8,mist
456,Novotroitskaya,RU,45.3267,41.5253,28.4,86,75,1.05,light snow
457,Esso,RU,55.9333,158.7,4.23,88,100,5.14,overcast clouds
458,Vrangel,RU,42.7297,133.0839,7.83,81,0,14.12,clear sky
459,San Vicente,AR,-26.6167,-54.1333,83.25,62,54,7.67,heavy intensity rain
460,Nyagan,RU,62.1406,65.3936,-7.38,90,100,4.16,overcast clouds
461,Hambantota,LK,6.1241,81.1185,75.2,100,40,2.3,light rain
462,Markova,UA,48.6758,24.4138,17.6,73,75,4.47,light snow
463,Qaqortoq,GL,60.7167,-46.0333,23.0,80,75,1.14,broken clouds
464,Russell,US,32.3502,-85.1999,41.0,48,1,8.05,clear sky
465,Clermont,FR,49.5,2.4167,32.0,100,90,13.8,snow
466,Bathsheba,BB,13.2167,-59.5167,84.2,58,20,21.85,few clouds
467,Bani,DO,18.2833,-70.3333,82.0,74,75,6.49,broken clouds
468,Vestmannaeyjar,IS,63.4427,-20.2734,37.4,93,90,28.77,overcast clouds
469,Namatanai,PG,-3.6667,152.4333,80.64,82,55,12.46,light rain
470,Quatre Cocos,MU,-20.2078,57.7625,82.4,78,40,8.05,scattered clouds
471,Topolobampo,MX,25.6,-109.05,48.2,93,90,2.91,fog
472,Fort-Shevchenko,KZ,44.5086,50.263,35.69,82,49,4.79,scattered clouds
473,Araouane,ML,18.9048,-3.5265,74.62,14,98,16.35,overcast clouds
474,Sinnamary,GF,5.3833,-52.95,80.85,74,100,13.27,overcast clouds
475,Norman Wells,CA,65.282,-126.8329,-4.0,84,90,2.3,light snow
476,Barra Patuca,HN,15.8,-84.2833,78.6,82,100,5.61,light rain
477,Palana,RU,59.1167,159.9667,-13.7,87,46,11.48,scattered clouds
478,Ostrovnoy,RU,68.0531,39.5131,19.38,96,100,14.85,light snow
479,Boone,US,39.0334,-92.3335,32.0,80,97,7.0,overcast clouds
480,Tandil,AR,-37.3217,-59.1332,81.0,53,96,8.99,overcast clouds
481,Xiaoweizhai,CN,26.1903,107.5125,36.32,88,100,7.85,overcast clouds
482,Bacolod,PH,10.6667,122.95,77.43,87,100,14.52,moderate rain
483,Kosonsoy,UZ,41.2561,71.5508,39.2,65,0,2.3,mist
484,Albanel,CA,48.8832,-72.4487,19.4,93,100,4.61,overcast clouds
485,Tarana,IN,23.3333,76.0333,68.56,47,0,4.27,clear sky
486,Joensuu,FI,62.6012,29.7632,-4.0,84,90,1.14,overcast clouds
487,Aden,YE,12.7794,45.0367,76.82,64,0,5.99,clear sky
488,Cartagena,CO,10.3997,-75.5144,84.2,74,0,4.61,clear sky
489,Shelburne,CA,44.0787,-80.2041,32.0,96,32,6.62,scattered clouds
490,Tateyama,JP,34.9833,139.8667,46.99,40,79,8.01,broken clouds
491,Vardo,NO,70.3705,31.1107,32.0,86,40,16.11,scattered clouds
492,Salvador,SV,13.8333,-88.9167,82.4,69,0,4.61,clear sky
493,Boyle,US,37.6334,-84.8666,33.01,93,90,11.63,light snow
494,Puerto Madero,MX,14.7208,-92.4215,80.6,78,40,2.42,scattered clouds
495,Simbahan,PH,6.3032,120.5836,81.79,80,97,12.62,overcast clouds
496,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,14.0,92,90,4.47,overcast clouds
497,Bardiyah,LY,31.7561,25.0865,63.64,52,33,16.24,scattered clouds
498,Kazachinskoye,RU,57.6953,93.2761,6.17,94,100,7.16,light snow
499,San Jose,US,37.3394,-121.895,51.01,87,40,3.44,scattered clouds
500,Xining,CN,36.6167,101.7667,10.76,86,60,3.29,broken clouds
501,Eyl,SO,7.9803,49.8164,76.24,72,90,19.01,overcast clouds
502,Pocoes,BR,-14.5297,-40.3653,74.41,84,76,7.34,broken clouds
503,Ahuimanu,US,21.4447,-157.8378,73.4,78,90,6.91,light rain
504,Tangshan,CN,39.6333,118.1833,18.41,66,0,7.7,clear sky
505,Port-Gentil,GA,-0.7193,8.7815,86.0,74,40,11.5,scattered clouds
506,Kahului,US,20.8947,-156.47,73.0,72,1,8.12,clear sky
507,Gravdal,NO,68.1214,13.5031,33.8,93,75,1.14,moderate rain
508,Havelock,US,34.8791,-76.9013,48.0,71,1,4.61,clear sky
509,Gushikawa,JP,26.3544,127.8686,60.8,94,20,14.97,light rain
510,Sao Joao Da Barra,BR,-21.6403,-41.0511,87.8,48,20,17.27,few clouds
511,Maxixe,MZ,-23.8597,35.3472,87.8,79,20,25.32,few clouds
512,Scarborough,GB,54.2797,-0.4044,43.0,93,82,5.01,broken clouds
513,Tarangnan,PH,11.9009,124.7459,76.78,90,92,9.48,overcast clouds
514,Rio Grande,BR,-32.035,-52.0986,69.8,100,90,6.91,moderate rain
515,Chardara,KZ,41.2547,67.9692,54.05,40,51,7.63,broken clouds
516,Severo-Yeniseyskiy,RU,60.3725,93.0408,-7.73,92,100,4.12,light snow
517,Roald,NO,62.5833,6.1333,28.4,69,0,10.36,clear sky
518,Cap Malheureux,MU,-19.9842,57.6142,82.0,81,60,5.99,broken clouds
519,Kutiyana,IN,21.6233,69.9817,67.35,36,0,8.63,clear sky
520,Deputatskiy,RU,69.3,139.9,-22.29,89,100,2.01,overcast clouds
521,Comodoro Rivadavia,AR,-45.8667,-67.5,60.8,63,0,6.91,clear sky
522,Berlevag,NO,70.8578,29.0864,37.4,75,40,11.5,scattered clouds
523,Pisco,PE,-13.7,-76.2167,73.4,78,0,6.91,clear sky
524,Noumea,NC,-22.2763,166.4572,80.01,94,75,2.3,broken clouds
525,Ranong,TH,9.9658,98.6348,74.68,82,13,5.3,few clouds
526,Iskateley,RU,67.6803,53.1512,-15.83,80,0,4.32,clear sky
527,Vestmanna,FO,62.1564,-7.1664,44.6,100,90,4.61,overcast clouds
528,Estrela,BR,-28.0611,-50.9383,78.91,67,80,8.1,broken clouds
529,Antigonish,CA,45.6169,-61.9986,35.01,77,100,1.99,overcast clouds
530,Altay,CN,47.8667,88.1167,10.83,59,0,2.26,clear sky
531,Novoseleznevo,RU,55.6821,69.2056,15.24,95,100,10.56,overcast clouds
532,Corrente,BR,-3.7367,-43.3394,92.62,45,48,4.92,scattered clouds
533,Dumas,US,35.8656,-101.9732,36.0,41,1,12.66,clear sky
534,Paamiut,GL,61.994,-49.6678,24.55,94,82,12.24,broken clouds
535,Mount Gambier,AU,-37.8333,140.7667,50.0,93,90,2.3,overcast clouds
536,Qui Nhon,VN,13.7667,109.2333,68.95,87,50,7.63,light rain
537,Northam,GB,51.0333,-4.2167,48.99,90,75,14.0,broken clouds
538,Teya,RU,60.3778,92.6267,-2.79,89,100,3.31,snow
539,San Quintin,MX,30.4833,-115.95,58.98,41,0,1.19,clear sky
540,Qandala,SO,11.472,49.8728,74.91,69,14,4.76,few clouds
541,Sault Sainte Marie,CA,46.5168,-84.3333,33.8,86,90,4.61,light snow
542,Lunenburg,CA,44.3835,-64.3155,35.01,80,100,20.71,overcast clouds
543,Hirara,JP,24.8,125.2833,64.83,82,92,32.55,overcast clouds
544,Krasnoselkup,RU,65.7,82.4667,-9.06,89,99,19.01,overcast clouds
545,Iwata,JP,34.7,137.85,46.0,76,99,8.99,overcast clouds
546,Antiguo Morelos,MX,22.5495,-99.0812,55.0,71,27,2.39,scattered clouds
547,Satipo,PE,-11.2522,-74.6386,84.11,50,100,2.55,moderate rain
548,Kolpashevo,RU,58.3131,82.9089,1.63,93,93,5.99,overcast clouds
549,Bria,CF,6.5423,21.9863,97.41,14,61,3.22,broken clouds
550,West Bay,KY,19.3667,-81.4167,79.0,78,75,5.75,broken clouds
551,Landerneau,FR,48.4525,-4.2525,48.2,93,75,10.36,broken clouds
552,Arlit,NE,18.7369,7.3853,86.94,11,98,8.52,overcast clouds
553,Owensboro,US,37.7742,-87.1133,34.0,86,90,9.22,overcast clouds
554,Maketu,NZ,-37.7667,176.45,61.0,88,1,6.96,clear sky
555,Caohai,CN,26.8661,104.2841,27.91,98,100,13.09,snow
556,Unai,BR,-16.3575,-46.9061,81.01,73,100,2.33,moderate rain
557,Mackay,AU,-21.15,149.2,73.4,94,89,4.61,overcast clouds
558,Karibib,NA,-21.9333,15.8333,79.14,51,64,17.25,broken clouds
559,Lindau,DE,47.55,9.6833,28.4,86,75,2.3,broken clouds
560,Guzelyurt,TR,38.2772,34.3719,37.4,100,75,10.36,broken clouds
561,Santiago,CL,-33.4569,-70.6483,75.2,38,0,4.61,clear sky
562,Ejido,VE,8.5514,-71.2375,77.25,39,100,4.63,overcast clouds
563,Raudeberg,NO,61.9875,5.1352,32.0,69,40,17.27,scattered clouds
564,Flin Flon,CA,54.7682,-101.865,12.2,85,75,5.75,broken clouds
565,Praia Da Vitoria,PT,38.7333,-27.0667,63.0,77,20,10.11,few clouds
566,Kalaleh,IR,37.3807,55.4916,50.0,81,0,8.05,clear sky
567,Puro,PH,12.4841,123.3827,77.65,85,100,12.91,heavy intensity rain
568,Shishou,CN,29.7226,112.419,43.5,55,99,18.59,overcast clouds
569,Howell,US,42.6073,-83.9294,30.2,93,90,3.44,overcast clouds
570,Saint-Georges,GD,12.0564,-61.7485,84.2,65,40,25.32,light rain
571,Kota Belud,MY,6.351,116.4305,73.4,94,40,4.61,heavy intensity rain
572,Darhan,MN,49.4867,105.9228,-2.78,84,100,7.14,snow
573,Ranot,TH,7.7777,100.3213,78.21,77,32,10.49,scattered clouds
574,Solwezi,ZM,-12.1688,26.3894,72.82,83,3,4.97,light rain
575,Kuryk,KZ,43.2,51.65,39.56,77,79,2.06,broken clouds
576,North Myrtle Beach,US,33.816,-78.68,48.0,53,1,12.66,clear sky
577,Waterloo,CA,43.4668,-80.5164,32.0,86,90,3.44,overcast clouds
578,Pochutla,MX,15.7432,-96.4661,80.01,65,40,0.92,scattered clouds
579,Porto Seguro,BR,-16.4497,-39.0647,82.4,65,40,11.5,scattered clouds
580,Tupiza,BO,-21.45,-65.7167,70.63,37,27,4.65,scattered clouds
581,Itarema,BR,-2.9248,-39.9167,88.07,54,31,16.04,scattered clouds
582,Waingapu,ID,-9.6567,120.2641,77.45,85,100,5.66,moderate rain
583,Ayan,RU,56.45,138.1667,-16.31,78,0,6.4,clear sky
584,Quba,AZ,41.3626,48.5152,37.42,85,96,1.14,overcast clouds
585,Ismailia,EG,30.6043,32.2723,65.88,36,46,14.05,scattered clouds
586,Kosa,RU,59.9445,54.9977,6.94,96,100,7.18,snow
587,Lincoln,US,40.8,-96.667,26.01,74,20,9.22,few clouds
588,Waiouru,NZ,-39.4833,175.6667,52.05,98,91,2.77,overcast clouds
589,Envira,BR,-7.3,-70.2167,83.95,70,77,3.74,light rain
590,Khandyga,RU,62.6667,135.6,-43.15,80,95,1.45,overcast clouds
591,Fershampenuaz,RU,53.5202,59.8117,18.14,93,1,15.95,clear sky
592,Yulara,AU,-25.2406,130.9889,68.0,68,40,6.91,scattered clouds
593,Sao Felix Do Xingu,BR,-6.6447,-51.995,79.07,93,75,3.02,moderate rain
594,Lawrenceburg,US,38.0373,-84.8966,35.01,80,90,4.61,light snow
595,Vallenar,CL,-28.5708,-70.7581,70.48,52,53,6.62,broken clouds
596,Baishishan,CN,43.5833,127.5667,-6.83,89,91,4.7,overcast clouds
597,Boguchany,RU,58.3814,97.4531,-13.04,87,100,5.7,overcast clouds
598,Dudinka,RU,69.4058,86.1778,-27.99,77,3,7.29,clear sky
599,Cururupu,BR,-1.8283,-44.8683,87.58,55,82,7.49,broken clouds
600,Libreville,GA,0.3925,9.4537,86.0,74,20,9.22,few clouds
601,Roebourne,AU,-20.7833,117.1333,89.91,57,67,4.14,light rain
602,Svetlaya,RU,46.5389,138.3297,4.6,82,55,10.29,broken clouds
603,Marsh Harbour,BS,26.5412,-77.0636,69.55,76,98,22.64,overcast clouds
604,Key West,US,24.5557,-81.7826,69.01,68,40,13.8,scattered clouds
605,Moranbah,AU,-22.0016,148.0466,78.04,68,100,6.08,overcast clouds
606,Yate,GB,51.5407,-2.4184,48.0,81,85,3.0,overcast clouds
607,Sokoni,TZ,-6.4333,39.55,86.0,66,20,12.66,few clouds
608,Machacamarca,BO,-18.1667,-67.0333,55.4,67,75,4.61,light rain
609,Kaeo,NZ,-35.1,173.7833,57.99,94,3,3.0,clear sky
610,Joinville,BR,-26.3044,-48.8456,84.2,74,75,5.75,broken clouds
611,Porto Novo,BJ,6.4965,2.6036,86.0,74,40,12.66,scattered clouds
612,Conde,BR,-7.2597,-34.9075,86.0,58,75,16.11,broken clouds
613,Ishigaki,JP,24.3448,124.1572,64.47,82,100,31.12,overcast clouds
614,Kapit,MY,2.0167,112.9333,73.69,94,100,0.6,light rain
615,Asau,RO,46.4333,26.4,18.0,73,75,9.22,light snow
616,Besikduzu,TR,41.052,39.2284,46.4,71,75,6.91,broken clouds
617,Manta,EC,-0.95,-80.7333,76.82,83,100,8.16,light rain
618,Mana,GF,5.6592,-53.7767,82.06,71,99,12.46,overcast clouds
619,Camabatela,AO,-8.1881,15.375,77.67,56,23,6.2,few clouds
620,Omsukchan,RU,62.5333,155.8,-39.8,78,7,2.75,clear sky
621,Cherepovets,RU,59.1333,37.9,-9.4,77,0,8.95,clear sky
622,Goderich,CA,43.7501,-81.7165,32.0,86,49,4.61,scattered clouds
623,Port Pirie,AU,-33.1833,138.0167,64.4,72,75,16.11,broken clouds
624,Vilyuysk,RU,63.7553,121.6247,-39.53,81,100,4.65,overcast clouds
625,Narasannapeta,IN,18.4167,84.05,71.78,82,0,2.93,clear sky
626,Sakaiminato,JP,35.55,133.2333,39.2,93,75,11.5,light rain
627,Meulaboh,ID,4.1363,96.1285,76.77,86,100,3.27,heavy intensity rain
628,Ankara,TR,39.9199,32.8543,35.6,75,75,9.22,broken clouds
629,Manokwari,ID,-0.8667,134.0833,80.01,80,100,6.67,overcast clouds
630,Puerto Quijarro,BO,-17.7833,-57.7667,93.7,43,6,10.07,clear sky
631,Port Keats,AU,-14.25,129.55,82.63,81,94,2.8,overcast clouds
632,Yeppoon,AU,-23.1333,150.7333,77.0,78,100,3.44,overcast clouds
633,Zalantun,CN,48.0,122.7167,-4.65,83,91,6.96,overcast clouds
634,Safaga,EG,26.7292,33.9365,71.6,33,0,8.05,clear sky
635,Namibe,AO,-15.1961,12.1522,82.4,51,0,11.5,clear sky
636,Sam Chuk,TH,14.7576,100.0899,80.01,65,0,5.73,clear sky
637,Mehamn,NO,71.0357,27.8492,37.4,75,40,11.5,scattered clouds
638,Iranshahr,IR,27.2025,60.6848,68.0,9,0,6.91,clear sky
639,Ilawe,NG,7.8667,4.4333,99.3,15,5,0.4,clear sky
640,Bagotville,AU,-28.9833,153.4167,68.0,83,90,4.61,overcast clouds
641,Mamlyutka,KZ,54.9375,68.5394,16.56,95,100,10.87,overcast clouds
642,Hualmay,PE,-11.0964,-77.6139,74.43,72,52,9.01,broken clouds
643,Acarau,BR,-2.8856,-40.12,87.98,54,34,16.15,scattered clouds
644,Mahon,ES,39.8885,4.2658,51.8,62,20,13.8,few clouds
645,Devils Lake,US,48.1128,-98.8651,19.4,93,90,8.05,overcast clouds
646,Sarahan,IN,31.5167,77.8,43.38,46,0,11.61,clear sky
647,Mogadishu,SO,2.0371,45.3438,78.03,78,5,17.2,clear sky
648,Lapua,FI,62.9693,23.0088,25.0,93,90,2.44,overcast clouds
649,Half Moon Bay,US,37.4636,-122.4286,53.01,100,90,3.44,mist
650,Kragero,NO,58.8693,9.4149,19.0,84,0,5.01,clear sky
651,Manono,CD,-7.3,27.4167,79.11,81,27,3.18,light rain
652,Okato,NZ,-39.2,173.8833,60.01,87,88,4.0,overcast clouds
653,Inhambane,MZ,-23.865,35.3833,87.8,79,20,25.32,few clouds
654,Moose Factory,CA,51.2585,-80.6094,17.6,93,90,9.22,light rain
655,Pop,UZ,40.8736,71.1089,39.2,65,1,2.3,mist
656,Kadnikov,RU,59.5022,40.338,-5.73,90,100,9.24,overcast clouds
657,Jiangkou,CN,25.4872,119.1986,48.2,66,40,24.61,scattered clouds
658,Xifeng,CN,42.7372,124.7222,-3.3,89,0,6.89,light snow
659,Sovetskiy,RU,61.3614,63.5842,-4.59,91,100,6.93,overcast clouds
660,Los Andes,CL,-32.8337,-70.5983,80.01,71,0,1.01,clear sky
661,Berdigestyakh,RU,62.0989,126.6992,-37.73,81,100,3.29,overcast clouds
662,Longonjo,AO,-12.9067,15.2533,80.6,34,75,9.22,broken clouds
663,Acapulco,MX,16.8634,-99.8901,77.0,88,90,4.61,overcast clouds
664,Kusti,SD,13.1629,32.6635,89.58,12,68,9.06,broken clouds
665,Fort Nelson,CA,58.8053,-122.7002,3.2,85,1,4.61,clear sky
666,Huzhou,CN,30.8703,120.0933,42.01,58,1,8.37,clear sky
667,Esil,KZ,51.9556,66.4042,15.53,96,99,12.95,overcast clouds
668,Jandaia Do Sul,BR,-23.6031,-51.6433,73.4,94,90,12.66,overcast clouds
669,Floro,NO,61.5996,5.0328,32.0,69,40,17.27,scattered clouds
670,Beloha,MG,-25.1667,45.05,85.51,56,4,10.09,clear sky
671,Hit,IQ,33.6416,42.8251,58.82,47,0,3.4,clear sky
672,Sanmenxia,CN,34.7747,111.1814,29.44,69,27,10.09,scattered clouds
673,Chakwal,PK,32.9334,72.8585,52.54,41,0,4.85,clear sky
674,Surskoye,RU,54.4821,46.7214,9.41,95,100,11.01,overcast clouds
675,Soria,ES,41.6667,-2.6667,32.0,100,16,5.32,few clouds
676,Irtyshskiy,RU,58.3333,68.1333,12.11,96,100,7.7,overcast clouds
677,Megion,RU,61.0296,76.1136,3.2,85,0,4.47,clear sky
678,Salinas,US,36.6777,-121.6555,54.0,76,1,3.44,clear sky
679,Abu Dhabi,AE,24.4667,54.3667,68.0,68,0,5.75,clear sky
680,Takoradi,GH,4.8845,-1.7554,85.55,66,82,7.05,light rain
681,Sharlyk,RU,52.9167,54.75,12.11,95,100,11.65,overcast clouds
