City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Santa Cruz,BO,2021-01-11 01:09:24,-17.8,-63.1667,82.4,78,20,8.05
294,Camanducaia,BR,2021-01-11 01:20:32,-22.7553,-46.1447,73.4,88,75,1.14
295,Antalaha,MG,2021-01-11 01:20:32,-14.9003,50.2788,73.67,89,19,4.38
296,At-Bashi,KG,2021-01-11 01:20:32,41.1702,75.8106,4.17,41,0,3.33
297,Darhan,MN,2021-01-11 01:20:32,49.4867,105.9228,-5.66,84,100,7.14
298,Poum,NC,2021-01-11 01:20:32,-20.2333,164.0167,83.05,80,47,7.99
299,Pizarro,CO,2021-01-11 01:20:32,4.9533,-77.366,76.75,89,100,4.21
300,Vila Velha,BR,2021-01-11 01:07:27,-20.3297,-40.2925,78.8,83,40,9.22
301,Grindavik,IS,2021-01-11 01:12:07,63.8424,-22.4338,19.4,63,0,8.05
302,Nioro,GM,2021-01-11 01:11:49,13.35,-15.75,72.46,28,0,11.18
303,Saint George,US,2021-01-11 01:09:25,37.1041,-113.5841,46.4,31,1,1.99
304,Mahon,ES,2021-01-11 01:20:33,39.8885,4.2658,46.4,87,90,20.71
305,Chifeng,CN,2021-01-11 01:20:33,42.2683,118.9636,1.98,85,32,5.48
306,Krasnoarmeysk,RU,2021-01-11 01:20:33,51.0239,45.6969,15.84,96,42,12.1
307,Jumla,NP,2021-01-11 01:12:07,29.2747,82.1838,37.04,44,89,4.38
308,Necochea,AR,2021-01-11 01:20:33,-38.5473,-58.7368,73.47,45,100,12.46
309,Lorengau,PG,2021-01-11 01:11:45,-2.0226,147.2712,86.45,62,87,3.18
310,Senanga,ZM,2021-01-11 01:20:33,-16.1167,23.2667,67.23,91,100,4.14
311,Veraval,IN,2021-01-11 01:12:02,20.9,70.3667,71.82,45,38,12.66
312,Waunakee,US,2021-01-11 01:20:33,43.1919,-89.4557,21.2,86,90,5.75
313,Clyde River,CA,2021-01-11 01:12:02,70.4692,-68.5914,6.8,85,90,13.8
314,Manta,EC,2021-01-11 01:08:20,-0.95,-80.7333,78.8,73,40,8.05
315,Manado,ID,2021-01-11 01:20:33,1.487,124.8455,84.2,70,20,3.44
316,Alofi,NU,2021-01-11 01:11:45,-19.0595,-169.9187,84.2,79,75,16.11
317,Vao,NC,2021-01-11 01:11:47,-22.6667,167.4833,77.74,89,100,14.09
318,Lavrentiya,RU,2021-01-11 01:11:38,65.5833,-171.0,-14.33,83,100,12.41
319,Beringovskiy,RU,2021-01-11 01:20:33,63.05,179.3167,-20.49,83,2,13.53
320,Tilichiki,RU,2021-01-11 01:12:12,60.4667,166.1,-3.96,93,100,12.26
321,Umm Lajj,SA,2021-01-11 01:20:34,25.0213,37.2685,75.78,37,0,21.03
322,Marawi,PH,2021-01-11 01:20:34,7.9986,124.2928,80.01,85,91,1.01
323,Odweyne,SO,2021-01-11 01:11:53,9.4092,45.064,63.36,39,0,13.96
324,Clarence Town,AU,2021-01-11 01:11:57,-32.5833,151.7833,84.0,50,40,5.75
325,Karratha,AU,2021-01-11 01:11:38,-20.7377,116.8463,94.62,46,26,7.61
326,Soyo,AO,2021-01-11 01:20:34,-6.1349,12.3689,77.32,80,92,8.19
327,East London,ZA,2021-01-11 01:07:01,-33.0153,27.9116,70.11,85,100,14.14
328,Lompoc,US,2021-01-11 01:07:29,34.6391,-120.4579,57.2,76,1,13.8
329,Dubbo,AU,2021-01-11 01:20:34,-32.25,148.6167,80.6,47,0,6.91
330,Mezen,RU,2021-01-11 01:20:34,65.8522,44.24,-5.03,89,0,7.09
331,Esperance,AU,2021-01-11 01:11:57,-33.8667,121.9,64.4,63,90,16.11
332,Luwuk,ID,2021-01-11 01:20:34,-0.9516,122.7875,85.87,61,19,2.37
333,Faya,SA,2021-01-11 01:20:34,18.3851,42.4509,46.4,45,0,3.22
334,Doha,QA,2021-01-11 01:19:32,25.2867,51.5333,64.4,55,0,8.05
335,Silver City,US,2021-01-11 01:20:34,32.7701,-108.2803,35.6,44,90,11.5
336,Sabang,ID,2021-01-11 01:20:34,5.8933,95.3214,80.13,79,100,10.96
337,Kruisfontein,ZA,2021-01-11 01:11:59,-34.0033,24.7314,64.99,81,98,1.01
338,Logrono,ES,2021-01-11 01:20:34,42.4667,-2.45,33.8,69,0,16.11
339,Sitangkai,PH,2021-01-11 01:20:34,4.6628,119.3928,83.1,73,0,6.87
340,Begunitsy,RU,2021-01-11 01:20:34,59.5855,29.3176,3.99,85,0,8.95
341,Fonte Boa,BR,2021-01-11 01:20:35,-2.4959,-66.2662,74.77,88,89,0.25
342,Eyl,SO,2021-01-11 01:20:35,7.9803,49.8164,69.49,73,87,16.62
343,Flinders,AU,2021-01-11 01:11:36,-34.5833,150.8552,82.99,60,4,5.99
344,Takoradi,GH,2021-01-11 01:20:35,4.8845,-1.7554,78.71,87,0,9.42
345,Kisangani,CD,2021-01-11 01:20:35,0.5167,25.2,71.71,75,5,1.28
346,Longyearbyen,SJ,2021-01-11 01:20:35,78.2186,15.6401,28.4,74,75,12.66
347,Konevo,RU,2021-01-11 01:20:35,62.1215,39.3192,-6.23,91,22,4.61
348,Sadao,TH,2021-01-11 01:20:35,6.6388,100.4234,78.8,94,40,3.44
349,Sinnamary,GF,2021-01-11 01:20:35,5.3833,-52.95,78.03,85,84,13.87
350,Abha,SA,2021-01-11 01:19:44,18.2164,42.5053,46.4,45,0,1.77
351,Harper,LR,2021-01-11 01:20:35,4.375,-7.7169,78.58,86,25,7.25
352,Eureka,US,2021-01-11 01:12:12,40.8021,-124.1637,53.01,88,100,2.59
353,Vallenar,CL,2021-01-11 01:19:00,-28.5708,-70.7581,64.63,47,0,2.93
354,Aksarka,RU,2021-01-11 01:20:35,66.5606,67.7975,-16.35,82,57,5.68
355,Kashi,CN,2021-01-11 01:20:35,39.4547,75.9797,6.8,66,0,11.18
356,Nagua,DO,2021-01-11 01:20:36,19.3832,-69.8474,73.99,88,49,6.58
357,Tel Aviv-Yafo,IL,2021-01-11 01:20:36,32.0805,34.7805,57.99,76,0,5.26
358,Kailua,US,2021-01-11 01:20:36,21.4022,-157.7394,84.2,65,40,9.22
359,Itacurubi Del Rosario,PY,2021-01-11 01:20:36,-24.5,-56.6833,73.9,91,15,4.99
360,Porto Walter,BR,2021-01-11 01:20:36,-8.2686,-72.7439,74.23,93,17,1.95
361,Port Keats,AU,2021-01-11 01:20:36,-14.25,129.55,90.84,62,20,4.27
362,Champerico,GT,2021-01-11 01:20:36,14.3,-91.9167,82.4,65,0,4.61
363,Estelle,US,2021-01-11 01:20:36,29.8458,-90.1067,44.01,81,90,13.8
364,Lodeynoye Pole,RU,2021-01-11 01:20:36,60.726,33.5531,-1.12,92,17,3.33
365,Sudak,UA,2021-01-11 01:20:36,44.85,34.9667,36.75,77,100,5.84
366,Riverton,US,2021-01-11 01:17:54,40.5219,-111.9391,30.0,100,1,8.05
367,Hami,CN,2021-01-11 01:11:59,42.8,93.45,10.81,84,1,0.56
368,Itamarandiba,BR,2021-01-11 01:20:36,-17.8572,-42.8589,66.72,98,66,3.06
369,Kavaratti,IN,2021-01-11 01:11:56,10.5669,72.642,82.08,73,59,5.08
370,Balkanabat,TM,2021-01-11 01:20:36,39.5108,54.3671,40.23,55,4,1.97
371,Hasaki,JP,2021-01-11 01:06:54,35.7333,140.8333,36.0,64,75,9.22
372,Buin,CL,2021-01-11 01:12:08,-33.7333,-70.75,68.0,34,0,18.41
373,Batagay-Alyta,RU,2021-01-11 01:20:37,67.8006,130.4114,-31.68,81,66,2.15
374,Vestmanna,FO,2021-01-11 01:20:37,62.1564,-7.1664,30.2,69,75,13.8
375,Gat,IL,2021-01-11 01:11:48,31.61,34.7642,57.99,54,0,1.9
376,Geraldton,AU,2021-01-11 01:20:37,-28.7667,114.6,82.4,36,0,16.11
377,Ningxiang,CN,2021-01-11 01:20:37,37.34,111.2052,9.63,81,96,23.38
378,Camana,PE,2021-01-11 01:20:37,-16.6228,-72.7111,70.84,72,100,5.53
379,Darab,IR,2021-01-11 01:18:29,28.7519,54.5444,42.06,47,0,2.75
380,Waipawa,NZ,2021-01-11 01:20:37,-41.4122,175.5153,68.0,72,20,13.8
381,Mazyr,BY,2021-01-11 01:20:37,52.0495,29.2456,19.87,98,100,3.71
382,Oparino,RU,2021-01-11 01:20:37,59.8518,48.2783,-5.89,90,95,8.23
383,Plettenberg Bay,ZA,2021-01-11 01:20:38,-34.0527,23.3716,63.19,82,1,6.85
384,Atlantic City,US,2021-01-11 01:19:36,39.3643,-74.4229,36.0,74,1,6.22
385,Opole,PL,2021-01-11 01:20:38,50.5,18.0,32.0,96,27,1.01
386,Mount Gambier,AU,2021-01-11 01:09:25,-37.8333,140.7667,95.0,15,100,20.71
387,Kodinar,IN,2021-01-11 01:20:38,20.7903,70.7031,72.27,43,5,10.89
388,Boyolangu,ID,2021-01-11 01:20:38,-8.1181,111.8935,81.63,74,79,0.18
389,Mogadishu,SO,2021-01-11 01:19:46,2.0371,45.3438,74.52,77,0,18.86
390,Gold Coast,AU,2021-01-11 01:12:08,-28.0,153.4333,80.01,53,75,14.97
391,Mayo,US,2021-01-11 01:11:35,38.8876,-76.5119,35.6,80,1,4.9
392,Kununurra,AU,2021-01-11 01:20:38,-15.7667,128.7333,93.2,70,0,5.75
393,Yar-Sale,RU,2021-01-11 01:11:54,66.8333,70.8333,-16.64,83,14,6.29
394,Alto Araguaia,BR,2021-01-11 01:20:38,-17.3147,-53.2153,73.71,80,17,2.15
395,Anadyr,RU,2021-01-11 01:12:12,64.75,177.4833,-29.0,68,0,13.42
396,San Patricio,US,2021-01-11 01:11:54,28.017,-97.5169,42.8,87,90,18.41
397,Chicama,PE,2021-01-11 01:11:49,-7.8447,-79.1469,71.47,75,23,6.26
398,Saldanha,ZA,2021-01-11 01:06:59,-33.0117,17.9442,57.2,77,0,5.75
399,Maicao,CO,2021-01-11 01:20:38,11.3832,-72.2432,78.21,78,42,14.03
400,Puerto Colombia,CO,2021-01-11 01:12:00,10.9878,-74.9547,80.6,83,20,9.22
401,Dustlik,UZ,2021-01-11 01:20:38,40.5247,68.0358,32.72,76,0,13.4
402,Menongue,AO,2021-01-11 01:16:03,-14.6585,17.691,63.07,86,100,3.53
403,Stokmarknes,NO,2021-01-11 01:20:38,68.5646,14.9108,28.99,70,76,3.0
404,Pak Phanang,TH,2021-01-11 01:20:38,8.3511,100.202,78.8,94,20,2.3
405,Maumere,ID,2021-01-11 01:20:39,-8.6199,122.2111,85.32,67,77,1.63
406,Medicine Hat,CA,2021-01-11 01:15:47,50.0501,-110.6683,39.0,60,40,11.5
407,Basco,PH,2021-01-11 01:11:51,20.4487,121.9702,70.07,73,100,21.65
408,Flin Flon,CA,2021-01-11 01:20:39,54.7682,-101.865,15.8,86,40,8.05
409,Wamba,NG,2021-01-11 01:11:49,8.9333,8.6,72.52,21,0,4.52
410,Ketchikan,US,2021-01-11 01:11:36,55.3422,-131.6461,44.6,93,90,28.77
411,Kuito,AO,2021-01-11 01:20:39,-12.3833,16.9333,57.65,91,99,7.07
412,Nova Vicosa,BR,2021-01-11 01:20:39,-17.8919,-39.3719,77.36,86,19,9.86
413,Aseri,EE,2021-01-11 01:20:39,59.4506,26.8675,18.7,95,100,15.88
414,Billings,US,2021-01-11 01:20:25,45.7833,-108.5007,37.0,48,20,18.41
415,Mildura,AU,2021-01-11 01:20:39,-34.2,142.15,97.0,16,98,13.8
416,Portland,US,2021-01-11 01:10:30,45.5234,-122.6762,46.99,81,90,16.11
417,El Tigre,VE,2021-01-11 01:20:39,8.8875,-64.2454,75.24,79,14,14.38
418,Ljungby,SE,2021-01-11 01:20:39,56.8332,13.9408,33.01,100,90,8.05
419,Lichinga,MZ,2021-01-11 01:20:39,-13.3128,35.2406,64.4,100,40,4.61
420,Santiago De Cuba,CU,2021-01-11 01:20:39,20.0247,-75.8219,75.2,78,20,9.22
421,Miri,MY,2021-01-11 01:20:40,4.4148,114.0089,80.6,89,40,5.75
422,Gondanglegi,ID,2021-01-11 01:20:40,-7.7479,112.0132,81.19,77,97,1.54
423,Yulara,AU,2021-01-11 01:12:10,-25.2406,130.9889,91.4,21,0,11.5
424,Rio Gallegos,AR,2021-01-11 01:11:10,-51.6226,-69.2181,46.4,93,90,14.97
425,Panaba,MX,2021-01-11 01:20:40,21.2833,-88.2667,65.52,84,94,9.64
426,Gambela,ET,2021-01-11 01:20:40,8.25,34.5833,75.96,32,100,2.8
427,Raub,MY,2021-01-11 01:19:45,3.7899,101.857,73.04,87,100,3.33
428,Udimskiy,RU,2021-01-11 01:20:40,61.1417,45.9144,-8.64,90,70,8.14
429,Rockland,US,2021-01-11 01:20:40,41.1668,-74.0496,30.99,76,1,2.93
430,Brufut,GM,2021-01-11 01:20:40,13.3814,-16.7518,69.8,49,0,13.8
431,Pilani,IN,2021-01-11 01:20:40,28.3684,75.6041,50.47,48,0,6.26
432,Udachnyy,RU,2021-01-11 01:20:40,66.4167,112.4,-38.43,80,68,3.65
433,Choma,ZM,2021-01-11 01:20:40,-16.8065,26.9531,65.16,97,100,3.74
434,Redcar,GB,2021-01-11 01:20:40,54.6166,-1.06,43.0,89,100,7.0
435,Nahariyya,IL,2021-01-11 01:20:41,33.0059,35.0941,64.26,47,0,5.21
436,Tura,IN,2021-01-11 01:11:51,25.5198,90.2201,61.03,64,3,2.62
437,Front Royal,US,2021-01-11 01:20:41,38.9182,-78.1944,32.0,59,1,0.92
438,Itarema,BR,2021-01-11 01:12:00,-2.9248,-39.9167,78.78,78,99,12.33
439,Kieta,PG,2021-01-11 01:20:41,-6.2167,155.6333,85.95,65,100,4.05
440,Laguna,US,2021-01-11 01:11:40,38.421,-121.4238,53.01,76,90,6.91
441,Lipovtsy,RU,2021-01-11 01:20:41,44.2014,131.7244,0.59,87,0,3.24
442,Yarmouth,US,2021-01-11 01:20:41,41.7057,-70.2286,28.4,80,1,4.7
443,Mugumu,TZ,2021-01-11 01:18:22,-1.85,34.7,60.04,97,100,2.86
444,Dutse,NG,2021-01-11 01:20:41,11.7594,9.3392,63.66,29,0,6.2
445,Jalu,LY,2021-01-11 01:11:39,29.0331,21.5482,63.3,45,66,9.19
446,Chingola,ZM,2021-01-11 01:20:41,-12.529,27.8838,63.59,99,100,5.46
447,Yumen,CN,2021-01-11 01:20:41,40.2833,97.2,16.07,65,100,28.45
448,Yacuiba,BO,2021-01-11 01:20:41,-22.038,-63.6797,82.87,58,100,1.74
449,Port Hedland,AU,2021-01-11 01:08:22,-20.3167,118.5667,89.6,74,90,6.91
450,Ligayan,PH,2021-01-11 01:20:41,4.6533,119.4706,83.16,73,0,6.89
451,Ust-Koksa,RU,2021-01-11 01:20:41,50.2696,85.6108,13.53,90,100,2.98
452,Barsovo,RU,2021-01-11 01:20:41,61.1667,73.1667,-23.8,76,0,6.71
453,Deputatskiy,RU,2021-01-11 01:20:42,69.3,139.9,-33.7,83,60,4.45
454,Porto Novo,BJ,2021-01-11 01:20:42,6.4965,2.6036,80.6,94,40,10.36
455,Farkhor,TJ,2021-01-11 01:20:42,37.4922,69.4036,32.0,100,90,6.42
456,Fort Carson,US,2021-01-11 01:18:07,38.7375,-104.7889,23.0,100,90,2.06
457,Dalvik,IS,2021-01-11 01:20:42,65.9702,-18.5286,17.6,73,90,5.75
458,Muros,ES,2021-01-11 01:20:42,42.7762,-9.0603,46.0,67,10,4.0
459,Nikolayevka,RU,2021-01-11 01:20:42,53.1257,47.2041,6.33,94,65,5.84
460,Sakakah,SA,2021-01-11 01:20:42,29.9697,40.2064,50.0,62,0,3.44
461,Bathsheba,BB,2021-01-11 01:11:52,13.2167,-59.5167,78.8,69,40,25.32
462,Redmond,US,2021-01-11 01:20:03,47.674,-122.1215,48.0,82,100,4.03
463,Sassandra,CI,2021-01-11 01:20:42,4.95,-6.0833,77.59,90,22,7.34
464,Kota Tinggi,MY,2021-01-11 01:20:21,1.7381,103.8999,77.0,88,40,2.3
465,Paita,PE,2021-01-11 01:20:42,-5.0892,-81.1144,70.9,80,8,15.5
466,Los Llanos De Aridane,ES,2021-01-11 01:20:12,28.6585,-17.9182,60.8,72,75,18.41
467,Orbetello,IT,2021-01-11 01:20:42,42.4408,11.2196,41.0,75,20,25.32
468,Forrest City,US,2021-01-11 01:20:42,35.0081,-90.7898,33.8,75,90,8.05
469,Serchhip,IN,2021-01-11 01:20:42,23.3,92.8333,52.79,85,78,2.68
470,Cabedelo,BR,2021-01-11 01:11:45,-6.9811,-34.8339,78.8,78,20,5.75
471,Ovalle,CL,2021-01-11 01:20:43,-30.5983,-71.2003,57.49,55,0,1.99
472,Bilibino,RU,2021-01-11 01:20:43,68.0546,166.4372,-28.44,82,3,0.78
473,Medvedevo,RU,2021-01-11 01:20:43,56.6339,47.804,5.0,85,20,8.95
474,Port Hardy,CA,2021-01-11 01:11:37,50.6996,-127.4199,46.4,93,90,23.02
475,Okha,RU,2021-01-11 01:11:42,53.5739,142.9478,-7.91,89,100,14.97
476,Dabakala,CI,2021-01-11 01:20:43,8.3667,-4.4333,78.78,70,0,6.38
477,Ayan,RU,2021-01-11 01:20:43,56.45,138.1667,-17.03,73,80,10.63
478,Yellapur,IN,2021-01-11 01:20:43,14.9667,74.7167,66.72,89,100,3.33
479,Nome,US,2021-01-11 01:12:01,64.5011,-165.4064,15.8,67,1,10.36
480,Green River,US,2021-01-11 01:20:43,41.5286,-109.4662,19.4,68,1,10.36
481,Alingsas,SE,2021-01-11 01:20:43,57.9303,12.5335,30.99,93,20,10.36
482,Uporovo,RU,2021-01-11 01:20:43,56.3109,66.2693,-5.42,91,100,11.07
483,Birjand,IR,2021-01-11 01:17:50,32.8663,59.2211,17.6,25,0,6.91
484,Bouna,CI,2021-01-11 01:20:43,9.2667,-3.0,77.58,35,0,3.18
485,Tahta,EG,2021-01-11 01:11:51,26.7693,31.5021,55.4,58,0,4.61
486,Vrangel,RU,2021-01-11 01:20:43,42.7297,133.0839,9.05,83,0,6.58
487,Vangaindrano,MG,2021-01-11 01:12:10,-23.35,47.6,74.68,84,45,1.83
488,Saint Helens,GB,2021-01-11 01:20:07,53.45,-2.7333,44.01,81,90,8.05
489,Wanning,CN,2021-01-11 01:20:44,18.8003,110.3967,54.57,79,100,19.57
490,Elko,US,2021-01-11 01:16:50,41.0002,-115.5012,30.2,64,90,4.61
491,Vila Do Maio,CV,2021-01-11 01:20:44,15.1333,-23.2167,69.8,64,75,19.57
492,Port Shepstone,ZA,2021-01-11 01:12:09,-30.7414,30.455,72.84,82,100,8.86
493,Ontario,US,2021-01-11 01:20:44,34.0633,-117.6509,66.2,16,20,3.11
494,Talaya,RU,2021-01-11 01:20:44,61.3833,152.75,-31.77,81,100,3.02
495,Port Hawkesbury,CA,2021-01-11 01:20:44,45.6169,-61.3485,27.0,86,90,9.22
496,Atar,MR,2021-01-11 01:12:08,20.5169,-13.0499,55.99,39,100,12.19
497,Bo Phloi,TH,2021-01-11 01:20:44,14.3236,99.5161,69.08,60,1,10.38
498,San Luis,AR,2021-01-11 01:20:44,-33.295,-66.3356,73.36,67,4,10.92
499,Tabor,CZ,2021-01-11 01:20:44,49.4144,14.6578,28.99,94,99,2.19
500,Los Algarrobos,PA,2021-01-11 01:20:44,8.5,-82.4333,77.0,88,40,3.44
501,Rioja,AR,2021-01-11 01:19:43,-29.4111,-66.8507,86.59,49,4,8.03
502,Portobelo,PA,2021-01-11 01:20:44,9.55,-79.65,79.0,86,100,8.99
503,Takab,IR,2021-01-11 01:20:44,36.4009,47.1133,25.34,60,0,2.91
504,Shirokiy,RU,2021-01-11 01:20:45,49.758,129.523,-12.75,87,54,1.92
505,Muisne,EC,2021-01-11 01:11:52,0.6,-80.0333,78.8,83,40,6.91
506,Masty,BY,2021-01-11 01:20:45,53.4122,24.5387,23.29,98,97,6.06
507,Maragogi,BR,2021-01-11 01:08:08,-9.0122,-35.2225,78.24,79,100,9.44
508,El Angel,EC,2021-01-11 01:20:45,0.6167,-77.9333,42.22,100,21,4.83
509,Kahului,US,2021-01-11 01:11:53,20.8947,-156.47,82.4,51,1,17.27
510,Havre,FR,2021-01-11 01:20:45,49.5833,0.3333,39.2,93,90,4.61
511,Puerto Del Rosario,ES,2021-01-11 01:20:45,28.5004,-13.8627,57.2,72,0,10.36
512,Evanston,US,2021-01-11 01:20:45,42.0411,-87.6901,28.99,74,90,10.36
513,Pingliang,CN,2021-01-11 01:20:45,35.5392,106.6861,16.99,71,0,9.48
514,Boysun,UZ,2021-01-11 01:20:45,38.2061,67.1986,34.84,48,0,5.82
515,Xinyang,CN,2021-01-11 01:20:45,32.1228,114.0656,35.24,65,100,7.16
516,Praia Da Vitoria,PT,2021-01-11 01:12:12,38.7333,-27.0667,59.0,100,20,11.72
517,Dalbandin,PK,2021-01-11 01:20:45,28.8947,64.4101,35.22,63,0,5.28
518,Carbondale,US,2021-01-11 01:20:39,37.7273,-89.2168,28.99,74,90,5.75
519,Nur,PL,2021-01-11 01:20:45,52.6683,22.3221,33.01,82,100,5.01
520,Elliot Lake,CA,2021-01-11 01:20:45,46.3834,-82.6331,32.0,80,90,10.36
521,Bennington,US,2021-01-11 01:20:45,42.8781,-73.1968,19.0,86,1,0.36
522,Verkhoyansk,RU,2021-01-11 01:16:00,67.5447,133.385,-31.23,81,95,3.31
523,Buraydah,SA,2021-01-11 01:12:08,26.326,43.975,51.8,93,0,4.61
524,Muroto,JP,2021-01-11 01:20:46,33.2833,134.15,41.0,52,75,8.05
525,Portel,BR,2021-01-11 01:20:46,-1.9356,-50.8211,75.74,92,95,3.49
526,Qaqortoq,GL,2021-01-11 01:12:11,60.7167,-46.0333,42.8,31,90,23.02
527,Igrim,RU,2021-01-11 01:20:46,63.1906,64.4162,-23.39,86,57,5.06
528,Ahraura,IN,2021-01-11 01:20:46,25.0167,83.0167,59.0,88,22,3.44
