City_ID,City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
652,652,Okato,NZ,60.01,overcast clouds,-39.2,173.8833,Goodin Country Garden
654,654,Moose Factory,CA,17.6,light rain,51.2585,-80.6094,Moosonee Lilypad
655,655,Pop,UZ,39.2,mist,40.8736,71.1089,Ramz Hotel Pap
657,657,Jiangkou,CN,48.2,scattered clouds,25.4872,119.1986,DFM Hotel
666,666,Huzhou,CN,42.01,clear sky,30.8703,120.0933,Huzhou Plaza Hotel
667,667,Esil,KZ,15.53,overcast clouds,51.9556,66.4042,Egorkino Hotel
669,669,Floro,NO,32.0,scattered clouds,61.5996,5.0328,Kinn Hotell Florø
671,671,Hit,IQ,58.82,clear sky,33.6416,42.8251,صالون زيرو
672,672,Sanmenxia,CN,29.44,scattered clouds,34.7747,111.1814,Pengzhou Hotel
673,673,Chakwal,PK,52.54,clear sky,32.9334,72.8585,Uet Boys Hostel
674,674,Surskoye,RU,9.41,overcast clouds,54.4821,46.7214,Sura
675,675,Soria,ES,32.0,few clouds,41.6667,-2.6667,Casa Rural Sierra de Inodejo
678,678,Salinas,US,54.0,clear sky,36.6777,-121.6555,Good Nite Inn Salinas Monterey
679,679,Abu Dhabi,AE,68.0,clear sky,24.4667,54.3667,Beach Rotana
681,681,Sharlyk,RU,12.11,overcast clouds,52.9167,54.75,"Gostinitsa-Kafe ""Komil'fo"""
